Id;Label;Type of Name;Date of Birth;Date of Death;Bio;Places;Languages
skp022274;Jean Baptiste du Hamel;namedPerson;1624;1706;"cleric|first secretary of the Academie Royale des Sciences|French astronomer, natural philosopher and physicist|French astronomer, natural philosopher and physicist; cleric; first secretary of the Academie Royale des Sciences; Prior of St Lambert|Prior of St Lambert";Londen|null;fra
skp022275;J.B. van Lemens;namedPerson;0;0;;;fra
skp022515;J.E. Vaisse;namedPerson;0;0;;Den Haag;fra
skp022950;J.J. Bievers;namedPerson;0;0;"'ambtsverwalter', Vianden; Receiver Of Estates, Daesburg";Dasbourg;fra
skp023016;Johan Jacob Stockar;namedPerson;0;0;;null|Den Haag;lat|fra
skp023056;J.J.D. Fruutheere;namedPerson;0;0;;;ned
skp023077;J.L. Bacx;namedPerson;0;0;;;ned
skp023403;Johann Wilhelm Sohnius;namedPerson;0;0;secretary of Hendrik Casimir van Nassau;;fra|ned
skp023510;Johan van den Broeck;namedPerson;0;0;Financial clerk [commies van de financiën];'s-Gravenhage;
skp023564;Jacobus Wallius;namedPerson;1599;1680;dichter|Jesuit and Latin poet;null|Den Haag|S.l.;lat
skp023618;Jacob Buycx;namedPerson;0;0;;Breda|Wenen;ned
skp023632;Jacob Cats;namedPerson;1577;1660;;Den Haag|'s-Gravenhage|Dordrecht|Londen|[S.l.]|Sorghvliet|Vale|null|'s-Gravenhage [etc.]|['s-Gravenhage]|S.l.|Chelsy|`s-Gravenhage|Parijs|Middelburg|Delft|Ockenburch;ned|lat|fra
skp023674;Jacob Frederik van Zevender;namedPerson;0;1639;;Den Hoek;
skp023685;Jacob Gilles Hoefnagel;namedPerson;0;0;;;fra
skp023718;Jacob Hoefnagel;namedPerson;0;0;;;ned
skp023730;Jacob Jordaens;namedPerson;1593;1678;;Antwerpen;ned
skp023731;Jacob Junius;namedPerson;0;1645;;Den Haag;fra
skp023739;Jacob Lampadius;namedPerson;1593;1649;;Braunschweig|S.l.;dui
skp023784;Jacob Prouning;namedPerson;0;0;commandant of Loevestein Castle;Slot Loevestein|[Loevenstein];ned
skp023829;Jacob Westerbaen;namedPerson;1599;1670;;Den Haag (Ockenburgh)|null|S.l|Ockenburg|Ockenburch|S.l.|Okkenburg|Den Haag;lat|ned|fra
skp023842;Jacob Zuerius;namedPerson;0;0;;null|'s-Hertogenbosch|Maastricht;fra
skp023878;Jacob van Eyck;namedPerson;0;1657;;;ned
skp023888;Jacob van Myerop;namedPerson;1579;1654;ontvanger-generaal|Receiver general of Holland;Den Haag|null|'s-Gravenhage;ned
skp023913;Jacob van der Burgh;namedPerson;1600;1659;friend of Christiaan Huygens;Arnhem|'s-Gravenhage|Leiden|null|Luik|Den Haag|Bodberg|Amsterdam;ned|lat|fra
skp023914;Jacob van der Does;namedPerson;1641;1680;"Treasurer, The Hague; writer";Den Haag;ned
skp024022;Jacobus Golius;namedPerson;1596;1667;;Leiden|null|'s-Gravenhage|Tessel|Halebi in Syria|Amsterdam|Den Haag|Steinfurt|Utrecht|Hage;lat|fra|ned
skp024043;Jacobus Janssonius;namedPerson;1547;1625;lijfarts van hertog Albertus;null|Leuven;
skp024067;Jacobus Lasson;namedPerson;0;1662;;'s-Gravenhage;lat
skp024068;Jacobus Laurentius;namedPerson;1585;1644;;Amsterdam|Leiden;lat
skp024119;Jacobus Pilius;namedPerson;1611;1651;"Magistrate; neo-latin poet; from Dordrecht";Maldegem;lat
skp024127;Jacobus Revius;namedPerson;1586;1658;;Leiden|null|Den Haag|Zutphen;lat
skp024167;Jacobus Vallensis;namedPerson;0;1644;;null|Delft|Den Haag;ned|lat
skp024185;Jacob van Zevecote;namedPerson;1596;1642;Leiden professor|Poet|professor in history in the school at Harderwijk;'Ex urbe patria' [Leiden?]|null;lat
skp024203;Jacobus le Petit;namedPerson;1610;1672;;Utrecht;
skp024239;Jacomina Becker-van Baerle;namedPerson;0;1651;;;ned
skp024250;Jacques Cassagnes;namedPerson;1636;1679;"a founding member of the Académie Française|a founding member of the Académie Française; French clergyman; poet|a founding member of the Académie Française; French clergyman; poet;a founding member of the Académie Française";;fra|lat
skp024269;Jacques Auguste de Thou;namedPerson;1553;1617;president, Parlement de Paris;Mézières|null|Parijs|Leuven|[S.l.]|Londen|Preuilly-sur-Claise|Preuilly;fra|lat
skp024279;Jacques Buot;namedPerson;0;1675;;;fra
skp024295;Jacques Dennetières;namedPerson;0;1677;;Den Haag;fra
skp024301;Jacques Dupuy;namedPerson;1591;1656;brother of Augustin, Pierre and Christophe Dupuy|prior of Saint-Sauveur-lès-Bray|son of Claude Dupuy (1545–1594);null|Parijs|[S.l.]|S.l.|Stockholm|Leiden;fra|lat
skp024310;Jacques Forant;namedPerson;1588;1649;French ship's captain in the service of the States ('der Staten');[S.l.];fra
skp024328;Jacques Gousset;namedPerson;1635;1704;French Protestant theologian and philologist;;fra
skp024380;Jacques Pineton de Chambrun;namedPerson;1635;1689;Dutch preacher|jr.;Orange|Den Haag;fra
skp024395;Jacques Wijts;namedPerson;1579;1643;surperintendent of the court-martial;[Den Haag]|Den Haag|Arnhem;fra|ned
skp024406;Jacques de Saint-Luc;namedPerson;1616;1710;Lutanist;Den Haag;fra
skp024487;James I van Groot-Brittannië;namedPerson;1566;1625;koning van Spanje en Portugal;null|Londen;lat|ita
skp024488;James II van Groot Brittannië;namedPerson;1633;1701;koning van Engeland (1685-1688)|koning van Groot Brittannië (1685-1701)|koning van Groot-Brittannië (1685-1701)];St. Germain|Whitehall en s.l.|Londen|null;fra|eng
skp024540;Jan Albert Ban;namedPerson;1598;1644;;Haarlem|null|S. l.|Den Haag;lat|ned
skp024596;Jan Bruynestein;namedPerson;0;1684;;Londen;
skp024614;Jan Coesmans;namedPerson;0;0;;[S.l.];fra
skp024625;Johan Hugo de Groot;namedPerson;1554;1640;;Delft|null|'s-Gravenhage|S.l.|Parijs;lat|ned
skp024693;Jan Harmensz;namedPerson;0;1660;addressor of letter to Dirck Rembrantsz Nierop (1610-1682);Haarlem;
skp024712;Jan Henrijk Dauber;namedPerson;1610;1672;;null|Breda|St. Gillis;fra
skp024719;Jan Hoeufft;namedPerson;1578;1651;koopman|magistraat|raad en secretaris van Lodewijk XIII;Parijs|S.l.|null;ned|fra|lat
skp024871;Jan Swammerdam;namedPerson;1637;1680;Dutch biologist and microscopist;S.l.;fra
skp024878;Jan Tileman Stella;namedPerson;0;1645;;Amsterdam;fra
skp024912;Jan Willem Cabeljauw;namedPerson;0;0;;Liefkenshoek;
skp024950;Jan de Bisschop;namedPerson;1628;1671;"Dutch painter and engraver; lawyer";Leiden|leiden|null|Hoorn;lat|ned
skp025020;Jan ten Grotenhuys;namedPerson;1573;1646;;[S.l.]|Amsterdam|S.l.;lat
skp025022;Jan ter Borch;namedPerson;1570;1646;nephew (and ward) of painter Gerard ter Borch 1617-1681|secretary of Buren;Buren|null;ned
skp025027;Jan van Berchem;namedPerson;0;0;member of the rekenkamer, Zeeland;Middelburg|'s-Gravenhage|null|Rijnberck|Assenede;fra|ned
skp025036;Jan van Foreest;namedPerson;1586;1651;mayor of Hoorn|member of the Supreme Court ('Hoge Raad');Den Haag|'s-Gravenhage|null|Hoorn|`s-Gravenhage|Dordrecht|Offelen|Oeffelt|S.l.;lat|ned
skp025037;Jan van Genderen;namedPerson;1630;0;jr.;Den Haag|'s-Gravenhage;ned
skp025055;Joan van Paffenrode;namedPerson;1618;1673;;Gorinchem;
skp025061;Jan van Santen;namedPerson;0;0;;Hoorn|null|Assenede;fra|ned
skp025071;Joannes van Wevelinchoven;namedPerson;1592;1656;;null|Amsterdam|Cleve;lat|ned
skp025076;Jan van Baerle;namedPerson;0;1644;;Amsterdam;
skp025124;Jannot;namedPerson;0;0;;Middelburg|null;fra|lat
skp025157;Janus Gruterus;namedPerson;1560;1627;;Heidelberg|null|S.l.|Frankfurt|Leiden|Bratislava|Dordrecht|Groningen|Bazel|Utrecht|Praag;lat|ned|fra
skp025377;Jean Bertet;namedPerson;1622;1681;;null|Parijs;fra|lat
skp025390;Jean Brasset;namedPerson;1591;0;;Den Haag|Sprang|Assenede;fra
skp025402;Jean Chapelain;namedPerson;1595;1674;founding member of L'Académie française;Parijs|null|S.l.|Stockholm|[S.l.]|Amsterdam|Florence|Utrecht|`s-Gravenhage;fra|lat
skp025424;Jean Claude;namedPerson;1619;1687;"French protestant; polemical writer; preacher, Paris";Parijs|s.l|'s-Gravenhage|[S.l.]|null|Thouaus ?;fra|lat
skp025566;Jean Henri de Berckoffer;namedPerson;0;0;Commanding officer of Orange castle;Den Haag;fra
skp025637;Jean Le Clerc;namedPerson;1657;1736;"Swiss theologian and philosopher; husband of Maria Leti (d. 1734), eldest daughter of Gregorio Leti (1630–1701)";Amsterdam|null|S.l.|Londen|Hierapoli|Whitehall|'s-Gravenhage|Berlin|Parma|Rotterdam|Delft|Stockholm|Bukarest|Dublin|Lausanne|Paris|Utrecht|Roma|Salisbury|Cambridge|Parijs|Florence|Leuven|Rome|Neufchatel|Bordeaux|Tubingen|Heidelberg|Edinburg|Frankfurt am Main|Leipzig|Hannover|Dijon|St. Buttolphs Aldgate|Bremen|Friedrichstadt|Brussel|Westminster|Darringtoniae|Kopenhage|Sillensted|Genéve|Napels|Hamburg|Gouda|St. Giles|Frankfurt ad Main|Deventer|Haarlem|Thottesbrook|Nijmegen|Hanover|Franeker|Leiden|Helmstadt|Piacenza|Sallon|Constantinopel|Raalte|Grenoble|Genève|Derby|Nordstrand|Morge|Amersfoort|Aynho|Oxford|Cosinoviae in Regno Prussiae|Berkel|Bury St. Edmunds|Berlijn|Oates|Croydon|Rinteln|Wells|Rouen|L'Abbaye de Saint-Denis en France|Frankfurt|Hamersmith|Windsor|Kiel;lat|fra|eng
skp025648;Jean Louis Calandrini;namedPerson;1585;1656;;null|[S.l.]|Den Haag;lat|fra
skp025656;Jean Louis Guez de Balzac;namedPerson;1597;1654;founding member of the Académie française|seigneur de Balzac;Parijs|S.l.|Balzac|Angoulême|null|Panderen|Sas van Gent;fra|lat
skp025722;Jean Paul Bignon;namedPerson;1662;1743;"Abbot of Saint-Quentin; French writer; royal librarian; member of the Académie Française (1693); FRS";S.l.|Paris|Parijs|Isle Belle|null|Helmstedt|Deventer|Utrecht|Amsterdam|Versailles;fra|lat|ned
skp025728;Jean Paul de La Roque;namedPerson;0;0;;;fra
skp025732;Jean Picard;namedPerson;1620;1682;"astronomer|French priest|French priest; astronomer";;fra|lat
skp025781;Jean Sauzin;namedPerson;0;0;Clerk of the Parliament in Orange;Orange|null|Den Haag;fra
skp025784;Jean Serres;namedPerson;0;0;burgemeester of Orange;Den Haag;fra
skp025796;Jean Sylvius;namedPerson;0;0;Attorney General of the Parliament of Orange;[S.l.];fra
skp025834;Jean de Cormont;namedPerson;0;0;French cavalry captain in the service of the Dutch States;Maastricht;fra
skp025842;Jean de Peyrarède;namedPerson;0;1660;;[S.l.]|null|Bordeaux;fra
skp025866;Jean-Baptiste Colbert de Seignelay;namedPerson;1619;1683;"French politician; Minister of Finance, 1665-83|marq. de Seignelay|marquis de Seignelay|Marquis de Seignelay";[S.l.]|Parijs|null|S.l.|S.L.;fra
skp025874;Jean-Jacques Chifflet;namedPerson;1588;1660;;Brussel|null|Den Haag;lat
skp025912;Jeanne van Aerssen;namedPerson;0;0;;Den Haag;fra
skp025927;Jehanne de Jonche;namedPerson;0;0;;[S.l.];fra
skp025934;Jenne Herle;namedPerson;0;0;;;ned
skp025974;Jeremie Calandrini;namedPerson;0;0;;;fra
skp026005;Jerzy Slupecki de Konary;namedPerson;1615;1661;;Opole|Saumur|null;lat
skp026030;Jo. Bingham;namedPerson;0;0;;Woudrichem;
skp026088;Johannes Tollius;namedPerson;1588;0;;Amsterdam|S.l.|null;lat
skp026144;Joachim Camerarius;namedPerson;1603;1687;"Dutch diplomat; juris|fil.|raadsheer van Zweden";'s-Gravenhage|Stockholm|`s-Gravenhage|null|Den Haag|Leiden|S.l.|Groningen;lat|ned
skp026148;Joachim Damcke;namedPerson;0;1637;;Hamburg;lat
skp026160;Joachim Gersdorff de Tundbyholm;namedPerson;1611;1661;;S.l.;
skp026194;Joachim Oudaen;namedPerson;1628;1692;Poet;S.l|Rotterdam|S.l.|null|Delft|London|Amsterdam|Köbenhavn|Dordrecht|Hoorn|Gorinchem|Maasland|Leiden|Haarlem|Middelburg|Zierikzee|'s-Gravenhage|Schiedam|Harlingen|Hulst|St. Maartensdijk|Altenhof;ned|lat|fra
skp026221;Joachim de Wicquefort;namedPerson;1600;1670;bibliophile|Resident of Landgrave William VI of Hessen-Kassel at The Hague;Amsterdam|'s-Gravenhage|null|Parijs|S.l.|Lübeck|Praag|Lingen|Den Haag|Deventer|[Kassel]|Straatsburg|Leiden|Harderwijk|Worms|Muiden;fra|lat|ned
skp026232;Joachim d'Alencé;namedPerson;0;1707;;'s-Gravenhage;
skp026255;Joan Willemsz. Blaeu I;namedPerson;1596;1673;;Amsterdam|null;ned
skp026260;Joan Cnobbaert;namedPerson;0;1637;;Antwerpen;ned
skp026308;Johan de Witt;namedPerson;1625;1672;"burgemeester van Woudrichem|Dutch mathematician and statesman; Grand Pensionary";"'s-Gravenhage|Den Haag|null|[S.l.]|Texel|Dordrecht|Den Haag en s.l.|[Den Haag]|Haege|Hage|`s-Gravenhage|S.l.|Geervliet|Kopenhagen|Stockholm|Parijs|De Zeven Provinciën, schip|Kleef|Zzee|Londen|Chelsij|`Linga""|'à oudem'";ned|fra|lat
skp026309;Joan van Dorp;namedPerson;0;0;;Liefkenshoek;
skp026354;Joannes Arnoldus Corvinus;namedPerson;1580;1650;;Amsterdam|Leiden|Norden|`Nordae'|null;lat|ned
skp026374;Joannes Brouart;namedPerson;1584;0;governor|huisleraar|later a doctor in London|medicus;Den Haag;lat
skp026376;Joannes Cabeljauw;namedPerson;1600;1652;;Amsterdam|Bremen|Leiden|Utrecht|Stockholm|null|`s-Gravenhage|Nuckle|Breme|S.l.|[Den Haag?]|Emden|Den Haag|Brussel|'s-Gravenhage|Franeker|Drunen;lat|ned
skp026403;Johannes Costius;namedPerson;1644;0;Preacher and poet;S.l.|'s-Gravenhage;
skp026428;Joannes Geul;namedPerson;1606;0;;[S.l.];fra
skp026492;Joannes Meursius;namedPerson;1579;1639;;null|'s-Gravenhage|Leiden|S.l.|Sorø [Denemarken]|Kopenhagen|s.l|[S.l.]|`Hafniae'|Utrecht|`Ex arcae Anderscovia'|Straatsburg|Leuven|Hamburg|Parijs|Uppsala|Dordrecht|Leipzig|Antwerpen|Londen|Madrid;lat
skp026493;Joannes Meursius;namedPerson;1613;1654;fil|Fil.;Sorau|null;lat
skp026507;Joannis Narsius;namedPerson;1580;1639;;Grave|Stockholm|null|Leiden|Arnhem|S.l.;lat|ned
skp026595;Joannes van Kessel;namedPerson;0;0;;;lat
skp026650;Jodocus Hensius;namedPerson;1600;1665;Syndic of the Ommelanden (Groningen);[S.l.]|null;ned
skp026787;Johan Axelsson Oxenstierna;namedPerson;1611;1657;"Swedish statesman; son of Axel Oxenstierna (1583-1654)";Osnabrück|Maastricht|Leiden|Florence|S.l.;lat
skp026889;Johan Adler Salvius;namedPerson;1590;1652;;Hamburg|S.l.;lat
skp026896;Johan Andreas Eckhardt;namedPerson;1639;1692;raad van de prins te Den Haag;Hasselt|Apeldoorn (Het Loo)|Brussel|null|Düsseldorf|Madrid|Den Haag|Tilburg|Asch, kamp bij|`s-Gravenhage;dui|fra|spa|ned
skp026920;Johan Bilberg;namedPerson;1646;1717;;[S.l.]|Uppsala|null|Den Haag;zwe|lat
skp026921;Johan Bodecher Benningh;namedPerson;1606;1642;"Professor in Leiden; poet";S.l.|Haarlem|null|Amsterdam|`s-Gravenhage;ned|lat
skp026928;Johan Brill;namedPerson;0;1638;koopman|Merchant, Amsterdam;Den Haag;ned
skp026929;Johan Brosterhuizen;namedPerson;1596;1650;;Leiden|null;fra|ned
skp026930;Johann Burchard Wetzel;namedPerson;1597;0;secretary of the Graf of Waldeck-Pyrmont;..;dui
skp026972;Johan Dedel;namedPerson;1589;1665;;null|[S.l.]|S.l.|Antwerpen|Den Haag|'s-Hertogenbosch;ned|lat|grk
skp026982;Johan Evertsen;namedPerson;1600;1666;;Aan boord van het schip Zeelandia|Vlissingen;ned
skp026984;Johan Eyckberch;namedPerson;0;0;;'s-Gravenhage;
skp027042;Johan Godschalk van Schurman;namedPerson;1605;1664;;Utrecht|null|Lexmond|[S.l.];ned|lat|fra
skp027087;Johan Jacob Frobergher;namedPerson;0;1667;;Den Haag;ita
skp027098;Johan Kelffken;namedPerson;0;1665;;Zutphen|Arnhem;ned|lat
skp027136;Johann Otto Tabor;namedPerson;1604;1674;;null|..;lat|dui
skp027142;Johan Picardt;namedPerson;1600;1670;;Den Haag|null;ned
skp027156;Johan Radermacher;namedPerson;1538;1617;de Oude;Londen|Middelburg;lat
skp027178;Johan Sluysken;namedPerson;0;1650;;Arnhem|null|Den Haag|Leiden;fra|ned
skp027181;Johan Spronssen;namedPerson;0;1680;;Den Haag|null;ned
skp027193;Johan Torck;namedPerson;1576;1638;Heer van Nederhemert;null|Bommel;ned
skp027229;Johan Witten;namedPerson;0;1645;;Lubeck|Lübeck;
skp027231;Johan Wolfert van Brederode;namedPerson;1599;1655;heer van Brederode, Vianen, Noordeloos en Ameide;'s-Hertogenbosch|'s-Gravenhage|Berlijn|Dordrecht|Den Haag|[S.l.];fra|ned
skp027234;Johan de Brune;namedPerson;1588;1658;de oude;Middelburg|null|S.l.|Leiden|Amsterdam|Horsley;ned
skp027238;Johan de Haen;namedPerson;1560;1624;pensionary|pensionary of Haarlem|raad van de hertog van Holstein;Parijs|null;ned
skp027241;Johan de Knuyt;namedPerson;1587;1654;agent of the 'Eerste Edele' in Zeeland|close advisor to Frederik Hendrik, Prince of Orange;'s-Gravenhage|Zierikzee|S.l.;
skp027252;Johan van der Wyck;namedPerson;1625;1679;;;ned
skp027254;Johan van Aerssen;namedPerson;1579;1654;heer van Wernhout|Mayor of Breda;Breda|Den Haag|[S.l.]|null;fra|ned
skp027262;Johan van Beverwijck;namedPerson;1594;1647;Senator of Dordrecht;null|Dordrecht|Rome|Den Haag|Leiden|S.l.|Utrecht|Egmond op de Hoef|Amsterdam|s.l|Padua;lat|ned
skp027273;Johan van Euskercken;namedPerson;0;1642;;Rhijnberck;fra
skp027274;Johan van Gent;namedPerson;1605;1679;"Governor for William III, Prince of Orange; statesman; commissioner of Gelderland in the States General|heer van Oosterwede";[S.l.]|Den Haag|'s-Gravenhage|null|Parijs;fra
skp027286;Johan van Merode;namedPerson;0;1666;;[S.l.]|Den Haag;fra
skp027291;Johan van Oldenbarnevelt;namedPerson;1547;1619;ondertekend door Johan van Oldenbarnevelt;null|Den Haag|'s-Gravenhage|[S.l.]|`s-Gravenhage|S.l.|Leiden|Asperen|Muiden|Franeker|Harderwijk;ned|eng|lat
skp027303;Johan van Someren;namedPerson;1622;1676;pensionaris van Nijmegen|pensionary of Nijmegen;null|Utrecht|Den Haag;lat
skp027314;Johan van de Wouwer;namedPerson;1578;1635;;Leiden|Den Haag|[S.l.];lat|fra
skp027360;Johann Albrecht van Solms;namedPerson;1599;1648;colonel in the service of the Dutch States ('in dienst der Staten')|Count of Solms-Braunfels|governor of Utrecht and Maastricht;`Engelam'|null;ned
skp027548;Johann Crellius;namedPerson;1590;1633;;[S.l.]|null;lat
skp027602;Johann Freinsheim;namedPerson;1608;1660;;Lübeck|Straatsburg|Worms|Stockholm|null|S.l.;lat
skp027878;Johann Heinrich Bisterfeld;namedPerson;1605;1655;German philosopher;Grave|Alba Julia|S.l.|Parijs;lat
skp027879;Johann Heinrich Boecler;namedPerson;1611;1672;German philologist;null|Stockholm;lat
skp028081;Johann Moritz von Nassau-Siegen;namedPerson;1604;1679;;Deventer|Bouillon|Muiden|Kleef|Voorburg|Pernambuco|Siegen|Sluis|Franeker|Wildenbourg|Povason de Porto Calvo|'s-Gravenhage|Berlijn|Utrecht|Cleef|null|Cleve|Zwolle|Den Haag|[Amsterdam];fra|ned|dui
skp028123;Johann Philipp von Schönborn;namedPerson;1605;1673;"Aartsbisschop van Mainz|Archbishop-Elector of Mainz, 1647-73; Bishop of Würzburg, 1642-73|keurvorst van Mainz";Thüngen|[S.l.]|Londen;dui|fra
skp028282;Johanna Lopes de Villanova;namedPerson;0;1673;;;fra
skp028305;Johanna van Clootwijck;namedPerson;0;0;wife, and subsequently widow, of van Thomas Brouart;;ned
skp028309;Johanna van der Houve;namedPerson;0;0;;;ned
skp028353;Johannes Antonides van der Goes;namedPerson;1647;1684;Poet;Rotterdam|Amsterdam|null|Loosduinen|Leiden|Den Haag;ned|lat
skp028376;Johannes Baptist Boddens;namedPerson;0;1638;;null|Roermond;lat
skp028447;Johannes Caspar Gevartius;namedPerson;1593;1666;;null|Antwerpen|S.l.|Parijs|[S.l.]|Leiden|`s-Gravenhage|Stockholm;lat|ned
skp028479;Johannes Columbus;namedPerson;1640;1684;;null|Upsala|Uppsala|`s-Gravenhage;lat
skp028525;Johannes Duraeus;namedPerson;1596;1680;;Genève|[Nederland (Arnhem?)]|Leeuwarden|Amsterdam|Groningen|null|Hamburg|S.l.;lat|ned|fra
skp028573;Johannes Fredericus Gronovius;namedPerson;1611;1671;classicus|hoogleraar|hoogleraar Latijn en Grieks|medicus;Deventer|Leiden|[S.l.]|null|`s-Gravenhage|Oxford|Amsterdam|'s-Gravenhage|S.l.|Leipzig|S.l|Londen|Parijs|Angers|Venetië|Genève|Frankfurt|Hamburg|Neurenberg|Altdorf|[Nederland]|Nijmegen|Steinfurt en s.a.|Den Haag|Arundel|Florence|Caen|Deventer [etc.]|Siegen;lat|ned|dui
skp028577;Johannes Fridericus Böckelmannus;namedPerson;1632;1681;;null|Den Haag;lat
skp028586;Johannes Georgius Graevius;namedPerson;1632;1703;;Utrecht|null|Leiden|Dusseldorf|Trajecti|Amsterdam|S.l.|S,l.|Deventer|Londen|Rome|Florence|Berlijn|Parijs|[S.l.]|Den Haag|[S.l.] en Nijmegen|Nijmegen|Rotterdam|'s-Gravenhage|Cismar|Mijdrecht|Groningen|Caen|Stockholm|`s-Gravenhage|Tiel;lat|ned|ita|fra
skp028616;Johannes Goethals;namedPerson;1611;1673;Minister in Delft and in the army;Delft|null;ned
skp028697;Johannes Hevelius;namedPerson;1611;1687;Astronomer;Danzig|Gdansk|null|Stockholm|Den Haag;lat|eng|ned
skp028727;Johannes Isaacus Pontanus;namedPerson;1571;1639;;Harderwijk|Amsterdam|[S.l.]|S.l.|null|Den Haag|Leiden|Utrecht|`s-Gravenhage;lat
skp028794;Johannes Lampe;namedPerson;1620;0;Minister in Poederooien, Princenhage and Obdam;Poederoyen|Pouderoyen;lat
skp028919;Johannes Polyander á Kerkhoven;namedPerson;1568;1646;heer van Heenvliet|heer van Heenvliet en Sassenheim|jr.;Dordrecht|Leiden|Leiden, Theologische Faculteit|Den Haag|null|Rotterdam|S.l.|Maldegem|[S.l.]|Offelen|Haarlem|Amsterdam|Saumur|Wassenaar|Gent|'s-Gravenhage;lat|ned|fra
skp028924;Johannes Pricaeus;namedPerson;1600;1676;;Florence|Venetië;lat
skp028956;Johannes Rutgers;namedPerson;1589;1625;;Den Haag|Leiden|null|`In Batavorum metropoli'|'s-Gravenhage|Parijs|S.l.|Praag|Leipzig|Dordrecht;lat
skp028994;Johannes Smetius;namedPerson;1590;1651;Collector|minister in Nijmegen|sr.;Nijmegen|Den Haag|Utrecht|Stockholm|null|Harderwijk;lat
skp029080;Johannes Wtenbogaert;namedPerson;1557;1644;;null|Rouen|Den Haag|La Haije|`s-Gravenhage|S.l.|'s-Gravenhage|Antwerpen|Amsterdam|Rotterdam|Sluis|[S.l.]|Brussel|S.l|Parijs|Delft|Leiden|Stade|Nijmegen|Dordrecht|Canterbury|Gouda|Loevestein|Vlissingen|[s.l.]|[Loevestein]|Hoorn|Utrecht;fra|ned|lat
skp029097;Johannes de Hemelaer;namedPerson;1570;1655;;null|Parijs;lat
skp029163;Johannes van Vliet;namedPerson;1622;1666;;Den Haag|'s-Gravenhage|Antwerpen|Dordrecht|null|`s-Gravenhage|Breda [etc.]|Katwijk|S.l.|Hulst|Uppsala;fra|lat|eng|ned
skp029227;John Chamberlayne;namedPerson;1666;1723;"FRS|literary editor|member of the Society for the Propagation of Christian Knowledge [SPCK]|of Petty France, Westminster|Translator|Translator; literary editor; of Petty France, Westminster; FRS; member of the Society for the Propagation of Christian Knowledge [SPCK]";Westminster|Londen|null|'s-Gravenhage;
skp029239;John Colepeper;namedPerson;0;1660;;Arnhem;eng
skp029242;John Cosin;namedPerson;1595;1672;bishop of Durham;Cambridge;lat
skp029243;John Cotton;namedPerson;1621;1701;"third baronet; M.P. for Huntingdon";Londen|null|S.l.|Amsterdam;lat
skp029255;John Durie;namedPerson;0;0;;Kassel;lat
skp029264;John Finet;namedPerson;1571;1641;Courtier|Master of the Ceremonies in the Stuart court (1627–1641);Den Haag;fra
skp029306;John Overall;namedPerson;1560;1619;bishop of Coventry and Lichfield (1614–1618)|bishop of Norwich (1618–1619)|dean of St Paul's (1601–1614);null|S.l.|Cambridge|Vlissingen;lat
skp029344;John Wallis;namedPerson;1616;1703;"cryptographer|FRS|Mathematician|Mathematician and cryptographer; Savilian Professor of Geometry, University of Oxford; FRS|Savilian Professor of Geometry, University of Oxford";null|Londen|Den Haag;fra|lat|ned
skp029408;Joost Baek;namedPerson;1597;1681;;Amsterdam|Muiden;ned
skp029409;Joost Bouckaert;namedPerson;1583;1646;bishop|bishop of Iperen|pastor in Montaigu;null|[S.l.];lat|ned
skp029410;Joost Brasser;namedPerson;1581;0;;Amsterdam|S.l.;ned
skp029430;Joost van Cranevelt;namedPerson;0;0;;Arnhem|null;ned
skp029436;Joost van den Vondel;namedPerson;1587;1679;dichter|Dutch writer and playwright;null|Amsterdam|S.l.|Parijs|Muiden;ned
skp029437;Joost van der Hooghe;namedPerson;0;0;member of the Generaliteitsrekenkamer (Dutch Auditing Office);;ned
skp029447;Joris George de Bije;namedPerson;0;1628;;Middelburg|null|Poederoijen (slot Loevestein)|Loevestijn|Leeuwarden;ned|fra
skp029666;Joseph de La Barre;namedPerson;0;0;Possibly Joseph Chabanceau de La Barre (1633-78), younger brother of Anne Chabanceau de La Barre (1628–1688).;[S.l.];fra
skp029672;Joseph de Voysin;namedPerson;1610;1685;;Bordeaux|null;lat
skp029768;Josua van Sonnevelt;namedPerson;0;1648;;Venetië|null|Ventië;ned|fra
skp029852;Jules Mazarin;namedPerson;1602;1661;"Politician; Chief Minister of France, 1642-61";Toulouse|Amiens|Bourg|la Fère|Parijs|[S.l.]|Assenede;fra
skp029870;Juliana Catharina van Portugal;namedPerson;0;1680;;[S.l.];fra
skp029877;Juliana van Brederode;namedPerson;1622;1678;;[S.l.];fra
skp029878;Juliana van Hessen-Darmstadt;namedPerson;1606;1659;;Sandhorst;
skp029969;Justinus van Assche;namedPerson;1596;1650;For biographical details of Justin von Ascher, see John T. Young, 'Faith, Medical Alchemy and Natural Philosophy: Johann Moriaen, Reformed Intelligencer, and the Hartlib Circle' (Aldershot: 1998), chapter 1 (published online <http://www.newtonproject.sussex.ac.uk/view/texts/normalized/OTHE00058>, January 2007).|friend and brother-in-law of Isaac Beeckman|friend of Johann Moriaen;Zierikzee;
skp029970;Justinus van Nassau;namedPerson;1559;1631;governor of Breda|lieutenant-admiral of Zeeland;Den Haag|Middelburg|Breda|S.l.|[S.l.];fra
skp029978;Justus Caecilius Puteanus;namedPerson;1600;1650;Secretary  to nuncio Fabio de Lagonissa, Brussels 1627–34 and to the Grand Conseil, Mechelen, 1643|son of Erycius Puteanus;null|Leuven|Mechelen|Rheinberg;lat
